RANGO DE EDAD,ESTRATO SOCIOECONOMICO DE RESIDENCIA,PERTENECE A MINORIA,TIENE DISCAPACIDAD,PAÍS DE DESTINO,NIVEL ACADÉMICO,MODALIDAD,AÑO SELECCIÓN,GÉNERO
31 - 35 AÑOS,5,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,Si,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,5,Si,No,España,Maestría,Presencial,2021,femenino
36 - MÁS AÑOS,1,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,femenino
21 - 25 AÑOS,2,Si,No,España,Maestría,Presencial,2021,femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,5,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,5,No,No,España,Maestría,Presencial,2021,femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,femenino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2021,femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,femenino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2021,femenino
21 - 25 AÑOS,4,No,No,Japón,Pregrado,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,Japón,Pregrado,Presencial,2021,Masculino
21 - 25 AÑOS,4,No,No,Japón,Pregrado,Presencial,2021,Masculino
36 - MÁS AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,femenino
36 - MÁS AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2021,femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2021,Masculino
31 - 35 AÑOS,1,Si,No,España,Maestría,Virtual,2021,femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2021,femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2021,femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2021,femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2021,femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2021,femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2021,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2021,femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2021,femenino
31 - 35 AÑOS,5,No,No,España,Maestría,Virtual,2021,femenino
26 - 30 AÑOS,3,Si,No,España,Maestría,Virtual,2021,Masculino
36 - MÁS AÑOS,5,No,No,España,Maestría,Virtual,2021,femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2021,Masculino
36 - MÁS AÑOS,1,No,No,España,Maestría,Virtual,2021,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2021,femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2021,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2021,Femenino
26 - 30 AÑOS,2,Si,No,España,Maestría,Virtual,2021,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2021,Masculino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2021,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2021,Masculino
36 - MÁS AÑOS,3,Si,No,España,Maestría,Virtual,2021,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2021,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2021,Femenino
0,3,No,No,España,Maestría,Virtual,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2021,Femenino
26 - 30 AÑOS,1,No,No,Chile,cursos cortos,Virtual,2021,Masculino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,Si,No,Francia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,1,No,No,Francia,otro,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,Francia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,5,No,No,Francia,otro,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,Francia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,5,No,No,Francia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,Francia,otro,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,Francia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,Si,No,Francia,otro,Presencial,2021,Femenino
26 - 30 AÑOS,1,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,Si,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Francia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,4,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,4,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,1,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,4,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,1,Si,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,1,No,No,Francia,otro,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
16 - 20 AÑOS,4,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,1,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Francia,otro,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Masculino
31 - 35 AÑOS,2,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,4,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Francia,otro,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,Francia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,2,Si,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,1,No,No,Francia,otro,Presencial,2021,Masculino
26 - 30 AÑOS,1,Si,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Francia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,Francia,otro,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,Francia,otro,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,Francia,otro,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,Francia,otro,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,Perú,otro,Virtual,2021,Femenino
36 - MÁS AÑOS,3,No,No,Perú,otro,Virtual,2021,Femenino
21 - 25 AÑOS,3,No,No,Perú,otro,Virtual,2021,Masculino
26 - 30 AÑOS,3,No,No,Perú,otro,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,Perú,otro,Virtual,2021,Masculino
26 - 30 AÑOS,3,No,No,Perú,otro,Virtual,2021,Femenino
26 - 30 AÑOS,2,No,No,Perú,otro,Virtual,2021,Femenino
26 - 30 AÑOS,3,No,No,Chile,otro,Virtual,2021,Femenino
36 - MÁS AÑOS,3,No,No,Estados Unidos,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,6,No,No,Estados Unidos,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,4,No,No,Estados Unidos,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,4,No,No,Estados Unidos,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,2,No,No,Estados Unidos,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,1,No,No,Perú,cursos cortos,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,Perú,cursos cortos,Virtual,2021,Femenino
26 - 30 AÑOS,3,No,No,Perú,cursos cortos,Virtual,2021,Femenino
36 - MÁS AÑOS,3,No,No,Perú,cursos cortos,Virtual,2021,Femenino
31 - 35 AÑOS,2,No,No,Perú,cursos cortos,Virtual,2021,Masculino
31 - 35 AÑOS,4,No,No,Perú,cursos cortos,Virtual,2021,Femenino
26 - 30 AÑOS,3,No,No,Taiwán,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,Taiwán,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Taiwán,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,China,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,China,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,China,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,China,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,China,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,6,No,No,China,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,China,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,China,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,China,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,China,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,China,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,4,No,No,China,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,China,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,China,Doctorado,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,China,Doctorado,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,China,Doctorado,Presencial,2021,Masculino
36 - MÁS AÑOS,2,No,No,China,Doctorado,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,China,Doctorado,Presencial,2021,Masculino
31 - 35 AÑOS,1,No,No,China,Doctorado,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,Singapur,cursos cortos,Virtual,2021,Femenino
36 - MÁS AÑOS,2,Si,No,Chile,cursos cortos,Virtual,2021,Masculino
26 - 30 AÑOS,2,No,No,Chile,cursos cortos,Virtual,2021,Femenino
26 - 30 AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,Masculino
36 - MÁS AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Masculino
16 - 20 AÑOS,3,No,No,Rumania,Pregrado,Presencial,2021,Femenino
16 - 20 AÑOS,3,No,No,Rumania,Pregrado,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Rumania,Pregrado,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Masculino
31 - 35 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,2,Si,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,1,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,1,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,1,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,1,Si,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,2,Si,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,6,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,Femenino
36 - MÁS AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Femenino
21 - 25 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Masculino
36 - MÁS AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Femenino
26 - 30 AÑOS,1,No,No,Chile,cursos cortos,Virtual,2021,Femenino
36 - MÁS AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,Femenino
31 - 35 AÑOS,3,Si,No,Chile,cursos cortos,Virtual,2021,Masculino
31 - 35 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Femenino
26 - 30 AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,Femenino
21 - 25 AÑOS,3,No,No,Chile,cursos cortos,Presencial,2021,Femenino
16 - 20 AÑOS,1,Si,No,Chile,cursos cortos,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,Chile,cursos cortos,Presencial,2021,Masculino
21 - 25 AÑOS,5,No,No,Chile,cursos cortos,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,Chile,cursos cortos,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,Chile,cursos cortos,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Chile,cursos cortos,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,Chile,cursos cortos,Presencial,2021,Femenino
26 - 30 AÑOS,5,No,No,Chile,cursos cortos,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,Chile,cursos cortos,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,Chile,cursos cortos,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,Chile,cursos cortos,Presencial,2021,Femenino
31 - 35 AÑOS,4,No,No,Chile,cursos cortos,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,Chile,cursos cortos,Presencial,2021,Masculino
26 - 30 AÑOS,2,No,No,Chile,cursos cortos,Presencial,2021,Masculino
31 - 35 AÑOS,2,No,No,Chile,cursos cortos,Presencial,2021,Femenino
26 - 30 AÑOS,5,No,No,Chile,cursos cortos,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,Chile,cursos cortos,Virtual,2021,Masculino
31 - 35 AÑOS,1,No,No,Chile,cursos cortos,Virtual,2021,Masculino
31 - 35 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Femenino
36 - MÁS AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,Femenino
36 - MÁS AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,Femenino
26 - 30 AÑOS,1,Si,No,Chile,cursos cortos,Virtual,2021,Masculino
31 - 35 AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,Femenino
26 - 30 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Femenino
31 - 35 AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,Femenino
31 - 35 AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,Femenino
21 - 25 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Femenino
36 - MÁS AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Masculino
26 - 30 AÑOS,2,No,No,Chile,cursos cortos,Virtual,2021,Masculino
36 - MÁS AÑOS,4,Si,No,Chile,cursos cortos,Virtual,2021,Femenino
26 - 30 AÑOS,3,No,No,Estados Unidos,cursos cortos,Virtual,2021,Masculino
26 - 30 AÑOS,3,Si,No,Estados Unidos,cursos cortos,Virtual,2021,Femenino
21 - 25 AÑOS,2,No,No,Chile,cursos cortos,Virtual,2021,Femenino
36 - MÁS AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Masculino
26 - 30 AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,Masculino
26 - 30 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Femenino
31 - 35 AÑOS,4,No,No,Chile,cursos cortos,Virtual,2021,Masculino
31 - 35 AÑOS,3,No,No,Chile,cursos cortos,Virtual,2021,Masculino
26 - 30 AÑOS,5,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,5,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,6,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,6,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,1,Si,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,5,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,5,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,5,No,No,España,Maestría,Presencial,2021,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,6,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,1,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Presencial,2021,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,2,No,No,España,Maestría,Presencial,2021,Masculino
26 - 30 AÑOS,5,No,No,España,Maestría,Presencial,2021,Masculino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2021,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2021,Masculino
